focus_r,base_modulus,base_residue,sample_n,d,a,b,x,y,z,verified,rule_modulus,rule_prime_factors,sample_satisfies_visible_conditions,source,why_not_closed_earlier
841,596573817840,4445281,4445281,15,1,59,1111324,19760589848176,334925251664,True,236,2;59,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,596573817840,134780286481,134780286481,11,1,43,33695071623,18165725625383014514652,422458735474023593364,True,172,2;43,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,596573817840,260910130321,260910130321,79,80,236,65227532600,850926201559163798230,288449559850563999400,True,4720,2;5;59,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,596573817840,393651619201,393651619201,95,4,376,98412904824,38740399334241503925624,412131907811079828996,True,376,2;47,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,596573817840,525375931921,525375931921,39,4,152,131343982990,69004967465587222023790,1815920196462821632205,True,152,2;19,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,536051836320,46286080681,46286080681,27,2,106,11571520177,1071200633028882801074,20211332698658166058,True,212,2;53,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,536051836320,156649694041,156649694041,11,6,38,39162423513,4089854440810342924022,645766490654264672214,True,228,2;3;19,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,536051836320,270064835881,270064835881,31,2,122,67516208978,36467507793901737479236,597827996621339958676,True,244,2;61,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,536051836320,379919861161,379919861161,719,260,2616,94979965470,555150389145214986318,55175497392108523105,True,170040,2;3;5;13;109,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,536051836320,491809238761,491809238761,39,22,134,122952309700,10994378515902493869400,1805047219028767650200,True,2948,2;11;67,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,479598559440,66629724001,66629724001,11,6,38,16657431003,739920020197060402002,116829476873220063474,True,228,2;3;19,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,479598559440,170890280401,170890280401,23,6,86,42722570106,4867247989910480195004,339575441156545129884,True,516,2;3;43,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,479598559440,276676601041,276676601041,47,2,186,69169150272,38274970788302241266304,411558825680669260928,True,372,2;3;31,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,479598559440,381954333601,381954333601,95,13,367,95488583424,11222239460989973793792,397518019054140761088,True,19084,2;13;367,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,959197118880,618447790801,618447790801,71,68,216,154611947718,5624671617508047843654,1770729953659940987817,True,3672,2;3;17,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,458237860080,75784429561,75784429561,11,3,41,18946107393,1914426588239933125964,140079994261458521412,True,492,2;3;41,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,458237860080,176484869401,176484869401,23,9,83,44121217356,3460767681283019788336,375263965440327446928,True,2988,2;3;83,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,458237860080,279728249641,279728249641,23,16,76,69932062416,4890493353353210398164,1029577548074360083824,True,304,2;19,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,458237860080,382463041801,382463041801,11,6,38,95615760453,24379663057980094463902,3849420482838962283774,True,228,2;3;19,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,164273949840,35097503281,35097503281,99,190,206,8774375845,6483340737023466262,5979780291429410630,True,39140,2;5;19;103,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,164273949840,163770287521,163770287521,55,14,206,40942571894,1915764791694169581364,130197607202516379316,True,2884,2;7;103,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,198857939280,100197017761,100197017761,11,1,43,25049254443,10039442369300316648492,233475403937216666244,True,172,2;43,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,889011963840,19331633161,19331633161,27,2,106,4832908297,186856020596714473634,3525585294277631578,True,212,2;53,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,889011963840,163770647881,163770647881,83,101,231,40942661991,265552723969855975884,116107468056084214564,True,93324,2;3;7;11;101,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,889011963840,311769779161,311769779161,135,4,536,77942444824,24300098810046907512664,181344020970499309796,True,536,2;67,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,889011963840,451631501161,451631501161,23,3,89,112907875296,67990337617108622958208,2291809133160964818816,True,1068,2;3;89,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,889011963840,597087692041,597087692041,87,16,332,149271923032,22282107002424667747078,1073836482044562301064,True,1328,2;83,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,889011963840,742035294841,742035294841,11,1,43,185508823713,550616378797932189458532,12805032065068190452524,True,172,2;43,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,889011963840,880371252601,880371252601,23,24,68,220092813156,32293897601104262003126,11397846212154445412868,True,408,2;3;17,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,550800890640,76802206321,76802206321,47,2,186,19200551592,2949289449691578026064,31712789781629871248,True,372,2;3;31,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,550800890640,156141946801,156141946801,59,79,157,39035486715,308611488101502392340,155288583184832413980,True,49612,2;79;157,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,550800890640,235481687281,235481687281,39,20,136,58870421830,2772581252694523148846,407732537160959286595,True,680,2;5;17,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,550800890640,314312839681,314312839681,19,2,74,78578209925,49396280597152976067850,1335034610733864218050,True,148,2;37,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,550800890640,393143992081,393143992081,19,2,74,98285998025,77281099258427563280050,2088678358335880088650,True,148,2;37,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,550800890640,471466556401,471466556401,31,2,122,117866639108,111140356909616388660616,1821973064092071945256,True,244,2;61,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,804077754480,514114441,514114441,23,16,76,128528616,16519604391835914,3477811450912824,True,304,2;19,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,804077754480,111386315881,111386315881,11,3,41,27846578973,4135637122255720760284,302607594311394201972,True,492,2;3;41,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,804077754480,228870162361,228870162361,11,6,38,57217540593,8730258536944678813382,1378461874254422970534,True,228,2;3;19,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,804077754480,339742363801,339742363801,35,57,83,84935590959,2024997785490912594748,1390661129794964071092,True,18924,2;3;19;83,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,804077754480,451631741401,451631741401,47,24,164,112907935362,8498801244255267887027,1243727011354429446882,True,984,2;3;41,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,804077754480,564538295161,564538295161,79,2,314,141134573810,159351743373943440666820,1014979257158875418260,True,628,2;157,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,804077754480,674901908521,674901908521,79,5,311,168725477150,91098517235721100636120,1464606386426384254600,True,6220,2;5;311,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,804077754480,789334226521,789334226521,11,6,38,197333556633,103841420194364669375862,16396013714899684638294,True,228,2;3;19,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,396190114320,72733741921,72733741921,159,40,596,18183435520,132254930634882443392,8876169841267278080,True,5960,2;5;149,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,396190114320,161228067841,161228067841,23,24,68,40307016966,1083103744310430998401,382271909756622705318,True,408,2;3;17,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,396190114320,248196629521,248196629521,51,2,202,62049157393,30800783459121278397506,304958252070507706906,True,404,2;101,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,396190114320,338725307761,338725307761,31,62,62,84681326948,1850561840778784699576,1850561840778784699576,True,124,2;31,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,918001484400,32555403721,32555403721,15,1,59,8138850934,1059854311925631701656,17963632405519181384,True,236,2;59,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,918001484400,113929496521,113929496521,35,2,138,28482374139,6489965090758041740838,94057465083449880302,True,276,2;3;23,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,918001484400,198863705881,198863705881,71,12,272,49715926488,3295564460903683091976,145392549745750724646,True,816,2;3;17,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,918001484400,281763562921,281763562921,23,24,68,70440890736,3307946058184036999976,1167510373476718941168,True,408,2;3;17,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,918001484400,364663419961,364663419961,27,49,59,91165854997,2713865507499970726132,2253888302838958738652,True,11564,2;7;59,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,918001484400,449089041241,449089041241,35,51,89,112272260319,3954528764283896377716,2266078280657064216444,True,18156,2;3;17;89,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,918001484400,531480310201,531480310201,47,4,184,132870077562,70617830039082689809962,1535170218240928039347,True,184,2;23,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,918001484400,614888755321,614888755321,199,380,416,153722188880,994968898796240705584,908865821015796798370,True,39520,2;5;13;19,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,918001484400,699314376601,699314376601,39,53,103,174828594160,9227181082039972018880,4747966964544839970880,True,21836,2;53;103,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,918001484400,780688469401,780688469401,35,2,138,195172117359,304737243141500104863918,4416481784659421809622,True,276,2;3;23,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,918001484400,865622678761,865622678761,27,14,94,216405669697,53521615857767229487262,7971304489454693753422,True,1316,2;7;47,True,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,492821849520,68665277521,68665277521,167,24,644,17166319422,196455014520960385477,7321304888979890142,True,3864,2;3;7;23,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,492821849520,232939227361,232939227361,23,38,54,58234806846,1427912727602559296148,1004827474979578763956,True,2052,2;3;19,False,recursive_failure_diagnostics,shares_prime_factors_with_visible_exclusions_but_not_same_q
841,492821849520,408910703041,408910703041,35,1,139,102227675769,167207963075796761254116,1202934986156811232044,True,556,2;139,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
841,666758972880,75785630761,75785630761,27,1,107,18946407697,5743461831888841469668,53677213382138705324,True,428,2;107,False,recursive_failure_diagnostics,sample_rule_residue_is_visibly_excluded
